#Time E_VdW_mm(Protein)	E_Elec_mm(Protein)	E_Pol(Protein)	E_Apol(Protein)	E_VdW_mm(Ligand)	E_Elec_mm(Ligand)	E_Pol(Ligand)	E_Apol(Ligand)	E_VdW_mm(Complex)	E_Elec_mm(Complex)	E_Pol(Complex)	E_Apol(Complex)	Delta_E_mm	Delta_E_Pol	Delta_E_Apol	Delta_E_binding

#Complex 1
     128000.000           0.000           0.000       -3107.832         321.004          0.000           0.000        -143.249           7.987       -103.947        -151.269       -3038.495         317.377       -255.216         212.586         -11.614         -54.244
     132000.000           0.000           0.000       -3215.886         331.840          0.000           0.000        -142.741           8.275        -81.562        -175.538       -3150.822         329.154       -257.100         207.805         -10.961         -60.256
     136000.000           0.000           0.000       -3153.369         316.107          0.000           0.000        -143.050           8.431        -79.357        -182.055       -3088.689         312.977       -261.412         207.730         -11.561         -65.243
     140000.000           0.000           0.000       -3081.102         312.662          0.000           0.000        -143.566           8.340        -73.155        -185.465       -3014.304         309.838       -258.620         210.364         -11.164         -59.420
     144000.000           0.000           0.000       -3092.780         312.205          0.000           0.000        -147.170           7.970       -108.971        -168.389       -3036.001         309.042       -277.360         203.949         -11.133         -84.544
     148000.000           0.000           0.000       -3104.341         314.842          0.000           0.000        -142.948           7.954        -89.184        -166.269       -3045.155         311.190       -255.453         202.134         -11.606         -64.925
     152000.000           0.000           0.000       -3336.350         323.119          0.000           0.000        -146.574           8.169        -99.116        -173.044       -3276.872         319.666       -272.160         206.052         -11.622         -77.730
     156000.000           0.000           0.000       -3226.039         325.899          0.000           0.000        -144.517           7.881       -102.432        -146.547       -3165.619         322.004       -248.979         204.937         -11.776         -55.818
     160000.000           0.000           0.000       -3010.332         323.833          0.000           0.000        -144.937           8.472        -93.306        -177.431       -2951.573         320.515       -270.737         203.696         -11.790         -78.831
     164000.000           0.000           0.000       -3024.178         326.252          0.000           0.000        -145.739           8.688        -91.708        -153.529       -2966.121         322.428       -245.237         203.796         -12.512         -53.953
     168000.000           0.000           0.000       -3107.202         317.298          0.000           0.000        -141.295           8.409        -96.244        -176.977       -3050.126         313.598       -273.221         198.371         -12.109         -86.959
     172000.000           0.000           0.000       -3097.141         322.309          0.000           0.000        -144.260           8.021        -87.689        -172.203       -3029.806         318.915       -259.892         211.595         -11.415         -59.712
     176000.000           0.000           0.000       -3155.362         331.730          0.000           0.000        -144.733           8.419        -99.276        -184.158       -3099.841         327.631       -283.434         200.254         -12.518         -95.698
     180000.000           0.000           0.000       -3145.021         327.094          0.000           0.000        -143.144           8.006        -99.800        -167.456       -3079.426         324.325       -267.256         208.739         -10.775         -69.292
     184000.000           0.000           0.000       -3056.464         323.163          0.000           0.000        -144.890           8.633        -79.319        -174.661       -2991.818         319.939       -253.980         209.536         -11.857         -56.301
     188000.000           0.000           0.000       -3083.605         323.486          0.000           0.000        -145.295           8.347       -102.873        -176.436       -3019.082         320.239       -279.309         209.818         -11.594         -81.085
     192000.000           0.000           0.000       -3136.665         320.936          0.000           0.000        -143.404           8.145        -88.841        -180.565       -3071.058         317.092       -269.406         209.011         -11.989         -72.384
     196000.000           0.000           0.000       -3102.456         323.942          0.000           0.000        -144.584           8.212        -75.822        -183.960       -3041.251         320.320       -259.782         205.789         -11.834         -65.827
     200000.000           0.000           0.000       -3234.403         332.677          0.000           0.000        -144.572           8.423        -95.190        -172.681       -3170.753         329.349       -267.871         208.222         -11.751         -71.400
